Year,Month,State,Description,Rural,Urban,Combined,Status
2024,May,ALL India,Food and beverages,190.6,197.6,193.2,F
2024,May,Andaman and Nicobar Islands,Food and beverages,211.8,197,205.7,F
2024,May,Andhra Pradesh,Food and beverages,198.4,207.4,201.1,F
2024,June,ALL India,Food and beverages,195.5,203.5,198.4,F
2024,June,Andaman and Nicobar Islands,Food and beverages,219.9,206.4,214.3,F
2024,June,Andhra Pradesh,Food and beverages,205.2,214.7,208.1,F
2024,July,ALL India,Food and beverages,200.4,208.3,203.3,F
2024,July,Andaman and Nicobar Islands,Food and beverages,229.3,209.6,221.2,F
2024,July,Andhra Pradesh,Food and beverages,204.3,213.2,207,F
2024,August,ALL India,Food and beverages,200.2,207.1,202.7,F
2024,August,Andaman and Nicobar Islands,Food and beverages,216.8,197.3,208.8,F
2024,August,Andhra Pradesh,Food and beverages,200.1,209.7,203,F
2024,September,ALL India,Food and beverages,202.1,209.5,204.8,F
2024,September,Andaman and Nicobar Islands,Food and beverages,212,198.9,206.6,F
2024,September,Andhra Pradesh,Food and beverages,202.3,213.1,205.6,F
2024,October,ALL India,Food and beverages,206.7,214.1,209.4,F
2024,October,Andaman and Nicobar Islands,Food and beverages,214.3,198.9,207.9,F
2024,October,Andhra Pradesh,Food and beverages,208.1,218.2,211.2,F
2024,November,ALL India,Food and beverages,206.2,212.3,208.4,F
2024,November,Andaman and Nicobar Islands,Food and beverages,220.3,204.8,213.9,F
2024,November,Andhra Pradesh,Food and beverages,206,215.7,208.9,F
2024,December,ALL India,Food and beverages,203.9,209.4,205.9,F
2024,December,Andaman and Nicobar Islands,Food and beverages,225,204.6,216.6,F
2024,December,Andhra Pradesh,Food and beverages,203.4,213.5,206.5,F
2025,January,ALL India,Food and beverages,198.8,204.6,200.9,F
2025,January,Andaman and Nicobar Islands,Food and beverages,218.7,202.4,212,F
2025,January,Andhra Pradesh,Food and beverages,202.1,212.1,205.1,F
